3.3521	1.98243	2.01088	1.13446	2.96042	1.32494	1.96933	0.795566	1.08431	0.31721	0.253419	0.0820403	
4.12391	2.29665	2.08111	2.02039	3.59216	1.85969	2.54596	1.52157	0.943695	-0.341643	0.0371033	0.118791	
5.02273	1.78054	0.641512	1.64456	3.93134	2.201	1.26164	0.119953	0.780307	0.0385804	-0.0254166	0.000288432	
6.33954	0.56528	-0.675823	1.45568	3.40881	0.492256	0.105474	0.780191	0.832321	0.105287	-0.190343	-0.0264282	
5.59705	-0.351383	-1.02839	2.97037	4.61151	1.39774	1.19294	2.00796	1.02383	0.00415497	-0.360065	0.00874	
5.91679	-0.089734	-0.933376	2.14955	3.32998	1.15014	2.01663	2.45352	0.846136	-0.582541	-0.400139	0.0742852	
5.01966	0.441345	-0.231188	1.75495	2.80035	1.99509	1.9533	1.48019	1.495	-0.121336	-0.290582	-0.0151432	
5.84138	-0.663273	0.25881	1.13572	1.76582	2.48132	0.567426	1.33222	1.40917	-0.465335	-0.46527	0.00341739	
3.29603	1.93987	2.27357	0.941811	2.18416	-0.00530761	1.26286	0.353169	1.1436	0.293389	0.376926	0.0795532	
3.38625	0.436522	0.479187	-0.126909	1.97909	0.877455	0.760585	-0.354784	0.367117	0.307512	0.376711	0.0959524	
0.793416	-1.84234	0.7476	1.51813	1.95244	0.00427118	0.327776	0.177141	1.29783	0.189198	0.0780144	0.0109466	
1.84677	-1.53466	0.907804	0.847746	1.04044	-0.951761	-0.0390787	0.615987	0.599326	-0.314523	0.0440604	0.0408436	
1.95301	-0.0488026	2.3724	1.31764	0.656751	1.02363	2.25162	0.81587	0.602056	-0.00943758	0.25342	0.0390678	
0.339884	-1.33558	2.52399	1.15771	0.0434285	-0.423928	1.72851	0.902541	0.811516	-0.110056	0.158287	0.0629126	
5.02456	1.93695	1.95301	1.85249	1.94869	-0.975225	-0.460054	-0.0299534	0.974036	0.0546405	0.021732	0.0635089	
3.90315	0.809135	2.70854	1.40474	0.38896	-1.10494	-0.309469	-1.26429	0.257846	-0.358062	-0.0663367	0.0823099	
2.93705	2.80721	3.96963	2.74959	3.65871	1.54396	2.10786	0.458505	1.08529	0.10414	0.420234	0.0988938	
3.4658	2.34459	3.19964	2.39805	3.28687	0.568239	0.971995	-0.347137	0.726591	0.0113582	0.296969	0.0542079	
2.04213	0.441603	1.56544	2.72011	4.38027	0.572702	1.4918	0.0344084	0.60171	0.572055	0.206533	0.0614645	
3.56723	0.990934	1.28581	1.69793	3.48045	-0.36812	0.568923	-0.295916	-0.0293065	0.522264	0.270159	0.0760351	
2.32452	0.525454	2.17984	2.73882	3.34948	-0.42366	1.55645	1.11731	1.1133	0.119659	0.0829111	0.083757	
5.24367	2.0329	1.52059	2.39917	2.98497	-1.74861	0.213651	1.16128	0.966624	0.39911	-0.074737	0.0770224	
6.49014	0.847251	0.135131	3.07467	3.82259	-2.35559	-0.644303	-0.835887	0.399255	-0.0983476	-0.161577	0.122098	
6.877	0.557331	0.223061	2.48281	2.69549	-2.21327	-1.93911	-0.080424	0.312795	-0.0985101	-0.208368	0.0457247	
4.52265	1.6566	2.07197	4.29269	4.97003	0.205894	0.0850742	0.102311	0.917015	-0.175561	0.123709	0.0856937	
4.937	1.61924	1.84303	3.5704	3.74623	-0.704543	0.00952622	0.16801	0.437113	-0.228449	0.0721924	0.109937	
5.93221	2.4212	1.99571	3.36913	3.27614	-0.153035	-0.981274	-0.989272	0.168113	-0.593027	-0.344575	-0.0597142	
5.78854	2.30611	2.3432	4.01643	3.62718	-1.78797	-1.38027	-0.591391	0.16919	-0.527163	-0.537733	-0.0525774	
5.76625	2.47327	1.96731	2.46265	5.16692	1.80716	-0.735896	-0.512028	-0.0449433	-0.384197	-0.123063	-0.10165	
5.73951	2.20904	2.7335	1.53676	5.01886	0.0256418	-1.24097	-0.470896	-0.644768	-0.726775	-0.353908	-0.0343638	
6.08628	0.510491	3.0834	1.29959	2.38261	-0.678863	-2.89318	-0.424841	-0.146734	-0.992542	-0.351337	0.0111365	
6.10693	0.660215	2.14078	2.20282	3.96916	-0.638124	-2.99425	-1.3093	-0.545096	-0.959883	-0.482038	-0.0452285	
